1,9
2,9
3,4
4,6
5,8
6,5
7,8
8,4
9,3
10,6
11,10
12,8
13,4
14,6
15,4
16,6
17,5
18,9
19,10
20,8
21,7
22,6
23,8
24,6
25,4
26,9
27,12
28,7
29,4
30,3
31,6
32,7
33,12
34,7
35,10
36,9
37,4
38,8
39,5
40,12
41,3
42,4
43,7
44,4
45,5
46,4
47,8
48,6
49,4
50,9
