1,18
2,14
3,14
4,20
5,18
6,19
7,23
8,14
9,19
10,14
11,24
12,27
13,18
14,22
15,15
16,17
17,12
18,16
19,18
20,16
21,15
22,25
23,24
24,12
25,27
26,14
27,19
28,30
29,31
30,20
31,25
32,26
33,28
34,21
35,17
36,12
37,16
38,13
39,24
40,18
